kladr_code;tpi;fo;fo_tpi
44003001;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44014000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44013000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44013001;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44024000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44002000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44023000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44022000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44023001;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44004000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44010000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44017000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44006000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44021000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44012001;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44020001;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44000002;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44007000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44011000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44018000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44016000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
44005000;Костромская область - Прочие;Центральный ФО;Центральный ФО: Костромская область - Прочие
29008001;Котлас;Северо-Западный ФО;Северо-Западный ФО: Котлас
23000001;Краснодар;Южный ФО;Южный ФО: Краснодар
23000000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23024001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23027000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23010000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23017000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23009001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23018000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23022000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23035000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23019000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23033000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23003000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23037000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23038000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23034000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23033001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23029000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23028001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23006000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23009000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23016000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23030000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23007000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23000004;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23021000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23004002;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23014000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23011000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23002001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23004000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23036000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23020000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23004001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23008000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23026000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23031000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23028000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23024000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23038001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23013000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23015000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23023000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23015001;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23039000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23032000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23025000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23005000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23002000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23000005;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
23012000;Краснодарский край - Прочие;Южный ФО;Южный ФО: Краснодарский край - Прочие
75011001;Краснокаменск;Сибирский ФО;Сибирский ФО: Краснокаменск
59035001;Краснокамск;Приволжский ФО;Приволжский ФО: Краснокамск
59000015;Краснокамск;Приволжский ФО;Приволжский ФО: Краснокамск
24000001;Красноярск;Сибирский ФО;Сибирский ФО: Красноярск
24031000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24003000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24033000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24005004;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24012011;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24016001;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24004000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24019000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24008000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24018000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24002000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24042000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000002;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24024000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24026000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24041001;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000014;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24028000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24044000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000010;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24012000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24015000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24034000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000019;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24013000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24009000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24043000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24005000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24037000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24020000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24023000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24033015;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24011000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24014000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24040001;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24022000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24025000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000021;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000013;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24036000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24027000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000020;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24006000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24040000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24048001;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24021001;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24029000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000003;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24017000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24021000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24030000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24018010;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24010000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24041000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24032000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24018006;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24000022;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24016000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24035000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24039000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24007000;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24023005;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
24012006;Красноярский край - Прочие;Сибирский ФО;Сибирский ФО: Красноярский край - Прочие
23012001;Кропоткин;Южный ФО;Южный ФО: Кропоткин
23018001;Крымск;Южный ФО;Южный ФО: Крымск
52027001;Кстово;Приволжский ФО;Приволжский ФО: Кстово
58000003;Кузнецк;Приволжский ФО;Приволжский ФО: Кузнецк
54000006;Куйбышев;Сибирский ФО;Сибирский ФО: Куйбышев
54015018;Куйбышев;Сибирский ФО;Сибирский ФО: Куйбышев
54015000;Куйбышев;Сибирский ФО;Сибирский ФО: Куйбышев
02000007;Кумертау;Приволжский ФО;Приволжский ФО: Кумертау
45000001;Курган;Уральский ФО;Уральский ФО: Курган
23019001;Курганинск;Южный ФО;Южный ФО: Курганинск
45004000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45000000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45002000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45009000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45005000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45022000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45011000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45007000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45021000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45013000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45003000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45024000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45016000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45005001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45010001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45023000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45018000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45025000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45006000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45024001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45008001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45019000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45023001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45015001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45010000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45014000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45017000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45015000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45008000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45020000;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
45012001;Курганская область - Прочие;Уральский ФО;Уральский ФО: Курганская область - Прочие
46000001;Курск;Центральный ФО;Центральный ФО: Курск
46029000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46017000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46014000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46011000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46027000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46005000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46010000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46009000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46000000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46007000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46018000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46000002;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46025001;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46025000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46023000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46026000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46002000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46016000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46013000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46004000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46020001;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46015000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46000004;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46006001;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46000005;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46020000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46012000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46021000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46024000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46008000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46006000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46028000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46022000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46003000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46016001;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46007020;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46019000;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
46023001;Курская область - Прочие;Центральный ФО;Центральный ФО: Курская область - Прочие
17000001;Кызыл;Сибирский ФО;Сибирский ФО: Кызыл
23021001;Лабинск;Южный ФО;Южный ФО: Лабинск
47000000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47000004;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47004001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47017001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47018001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47004003;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47006001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47018004;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47010000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47017000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47006000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47002002;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47012000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47016001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007002;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47010001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47015001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47010002;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47018000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47003000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47009001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47008001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47004000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005075;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47015000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005014;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47013000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47008000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005002;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47011001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47014001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47004002;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47010003;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47009000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005116;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47013001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47003001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47016000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47006005;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47002000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47002001;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47018003;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47011000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007044;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005117;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47014000;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007015;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47008011;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007059;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47007023;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005022;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005060;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47005003;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47006004;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
47010019;Ленинградская область;Северо-Западный ФО;Северо-Западный ФО: Ленинградская область
16026001;Лениногорск;Приволжский ФО;Приволжский ФО: Лениногорск
24000008;Лесосибирск;Сибирский ФО;Сибирский ФО: Лесосибирск
57000002;Ливны;Центральный ФО;Центральный ФО: Ливны
48000001;Липецк;Центральный ФО;Центральный ФО: Липецк
48019000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48014000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48004000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48000000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48003000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48009000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
48015000;Липецкая область - Прочие;Центральный ФО;Центральный ФО: Липецкая область - Прочие
